Source,Target,Weight
ABOMINATION/EMIL BLO,SILVER SURFER/NORRIN,2
ABOMINATION/EMIL BLO,SLEEK,2
ABOMINATION/EMIL BLO,SNOWBIRD/NARYA/ANNE,1
ABOMINATION/EMIL BLO,"SPAR, DR. KATHERINE",3
ABOMINATION/EMIL BLO,SPIDER-MAN/PETER PAR,4
ABOMINATION/EMIL BLO,"ST. LAWRENCE, COL. C",1
ABOMINATION/EMIL BLO,STINGRAY/DR. WALTER,2
ABOMINATION/EMIL BLO,STORM/ORORO MUNROE S,5
ABOMINATION/EMIL BLO,STRANGER,2
ABOMINATION/EMIL BLO,SUB-MARINER/NAMOR MA,2
ABOMINATION/EMIL BLO,SUNSPOT/ROBERTO DACO,1
ABOMINATION/EMIL BLO,"TALBOT, GLENN",4
ABOMINATION/EMIL BLO,THING/BENJAMIN J. GR,2
ABOMINATION/EMIL BLO,THOR/DR. DONALD BLAK,2
ABOMINATION/EMIL BLO,THUNDERSTRIKE/ERIC K,1
ABOMINATION/EMIL BLO,TIGER SHARK/TODD ARL,1
ABOMINATION/EMIL BLO,TITANIA II/MARY SKEE,1
ABOMINATION/EMIL BLO,TORGO,1
ABOMINATION/EMIL BLO,TRITON,2
ABOMINATION/EMIL BLO,TYRANNUS,4
ABOMINATION/EMIL BLO,ULYSSES II,2
ABOMINATION/EMIL BLO,VANISHER,1
ABOMINATION/EMIL BLO,VAPOR,1
ABOMINATION/EMIL BLO,VECTOR,1
ABOMINATION/EMIL BLO,VIPER II,1
ABOMINATION/EMIL BLO,VISION,2
ABOMINATION/EMIL BLO,VOLCANA/MARSHA ROSEN,1
ABOMINATION/EMIL BLO,VULTURE/ADRIAN TOOME,1
ABOMINATION/EMIL BLO,WARLOCK III,1
ABOMINATION/EMIL BLO,WASP/JANET VAN DYNE,1
ABOMINATION/EMIL BLO,"WATSON-PARKER, MARY",1
ABOMINATION/EMIL BLO,WATTS,1
ABOMINATION/EMIL BLO,WHITE QUEEN/EMMA FRO,1
ABOMINATION/EMIL BLO,"WILSON, JIM",2
ABOMINATION/EMIL BLO,WIZARD/BENTLEY WITTM,1
ABOMINATION/EMIL BLO,WOLFSBANE/RAHNE SINC,1
ABOMINATION/EMIL BLO,WOLVERINE/LOGAN,6
ABOMINATION/EMIL BLO,WONDER MAN/SIMON WIL,2
ABOMINATION/EMIL BLO,WONG,1
ABOMINATION/EMIL BLO,WRECKER III/DIRK GAR,1
ABOMINATION/EMIL BLO,X-MAN/NATHAN GREY,1
ABOMINATION/EMIL BLO,X-RAY,1
ABOMINATRIX,CAPTAIN RECTITUDE,3
ABOMINATRIX,INVISIBLE WOMAN/SUE,1
ABOMINATRIX,"MASON, LOUISE",2
ABOMINATRIX,"MASON, WANDA",3
ABOMINATRIX,MR. FANTASTIC/REED R,2
ABOMINATRIX,SHE-HULK/JENNIFER WA,3
ABRAXAS,ETERNITY/ADAM QADMON,1
ABRAXAS,"FROST, CARMILLA",3
ABRAXAS,GROK,3
ABRAXAS,HAWK,3
ABRAXAS,HIGH OVERLORD,2
ABRAXAS,HUMAN TORCH/JOHNNY S,1
ABRAXAS,INVISIBLE WOMAN/SUE,1
ABRAXAS,IRON MAN/TONY STARK,1
ABRAXAS,KILLRAVEN/JONATHAN R,3
ABRAXAS,M'SHULLA,3
ABRAXAS,MARVEL GIRL II/VALER,1
ABRAXAS,MINT JULEP,3
ABRAXAS,MR. FANTASTIC/REED R,1
ABRAXAS,NAMORITA/NITA PRENTI,1
ABRAXAS,NOVA III/FRANKIE RAY,1
ABRAXAS,OLD SKULL,3
ABRAXAS,RATTACK,2
ABRAXAS,"RICHARDS, FRANKLIN B",1
ABRAXAS,SABRE,3
ABRAXAS,THING/BENJAMIN J. GR,1
ABRAXAS,UATU,1
ABSALOM,ANGEL/WARREN KENNETH,1
ABSALOM,BLAQUESMITH,1
ABSALOM,BOOMER/TABITHA SMITH,3
ABSALOM,BURKE,2
ABSALOM,CALIBAN/,1
ABSALOM,CANDRA,1
ABSALOM,CANNONBALL II/SAM GU,1
ABSALOM,"CLARKE, GENERAL JERE",1
ABSALOM,COPYCAT/VANESSA,1
ABSALOM,COURIER/JACOB GAVIN,1
ABSALOM,CRULE,2
ABSALOM,DEADPOOL/JACK/WADE W,1
ABSALOM,DOMINO III/BEATRICE/,2
ABSALOM,FERAL/MARIA CALLASAN,1
ABSALOM,FONTANELLE/GLORIA DA,1
ABSALOM,FOREARM,1
ABSALOM,GAMBIT/REMY LEBEAU,1
ABSALOM,GIDEON,3
ABSALOM,"JONES, CHARLOTTE",1
ABSALOM,"LEBEAU, JACQUE",1
ABSALOM,"LEBEAU, JEAN-LUC",1
ABSALOM,"MARCEAUX, BELIZE",1
ABSALOM,MASQUE,1
ABSALOM,MASTER MOLD II,1
ABSALOM,MR. SINISTER/NATHAN,1
ABSALOM,NICODEMUS II,2
ABSALOM,OZYMANDIAS,1
ABSALOM,RICTOR/JULIO ESTEBAN,1
ABSALOM,SAUL,3
ABSALOM,SAURON/DR. KARL LYKO,1
ABSALOM,SELENE,1
ABSALOM,SHATTERSTAR II/GAVEE,3
ABSALOM,SIRYN/THERESA ROURKE,2
ABSALOM,STRYFE,1
ABSALOM,"SUMMERS, NATHAN CHRI",2
ABSALOM,SUMO,1
ABSALOM,SUNSPOT/ROBERTO DACO,2
ABSALOM,THUNDERBIRD II/JAMES,2
ABSALOM,TOLLIVER,1
ABSALOM,WEAPON X II/GARRISON,1
ABSALOM,WILDSIDE,1
ABSORBING MAN | MUTA,BETA RAY BILL | MUTA,1
ABSORBING MAN | MUTA,BEYONDER | MUTANT X-,1
ABSORBING MAN | MUTA,BLACK PANTHER | MUTA,1
ABSORBING MAN | MUTA,BLOODSTORM | MUTANT,1
ABSORBING MAN | MUTA,BROTHER VOODOO | MUT,1
ABSORBING MAN | MUTA,BRUTE | MUTANT X-VER,1
ABSORBING MAN | MUTA,CAPTAIN AMERICA | MU,1
ABSORBING MAN | MUTA,DAREDEVIL | MUTANT X,1
ABSORBING MAN | MUTA,DEVIL DINOSAUR | MUT,1
ABSORBING MAN | MUTA,DR. DOOM | MUTANT X-,1
ABSORBING MAN | MUTA,DR. OCTOPUS | MUTANT,1
ABSORBING MAN | MUTA,DR. STRANGE | MUTANT,1
ABSORBING MAN | MUTA,DRACULA | MUTANT X-V,1
ABSORBING MAN | MUTA,DRAX | MUTANT X-VERS,1
ABSORBING MAN | MUTA,ELEKTRA | MUTANT X-V,1
ABSORBING MAN | MUTA,FANDRAL | MUTANT X-V,1
ABSORBING MAN | MUTA,FIN FANG FOOM | MUTA,1
ABSORBING MAN | MUTA,GAMBIT | MUTANT X-VE,1
ABSORBING MAN | MUTA,GARGOYLE | MUTANT X-,1
ABSORBING MAN | MUTA,"GREY, JEAN | MUTANT",1
ABSORBING MAN | MUTA,HAVOK/ALEX SUMMERS,1
ABSORBING MAN | MUTA,HOGUN | MUTANT X-VER,1
ABSORBING MAN | MUTA,HULK | MUTANT X-VERS,1
ABSORBING MAN | MUTA,ICE-MAN | MUTANT X-V,1
ABSORBING MAN | MUTA,IRON FIST | MUTANT X,1
ABSORBING MAN | MUTA,MAGNETO | MUTANT X-V,1
ABSORBING MAN | MUTA,MAN-SPIDER | MUTANT,1
ABSORBING MAN | MUTA,MOON KNIGHT | MUTANT,1
ABSORBING MAN | MUTA,NAMORITA | MUTANT X-,1
ABSORBING MAN | MUTA,NIGHTCRAWLER | MUTAN,1
ABSORBING MAN | MUTA,NOVA | MUTANT X-VERS,1
ABSORBING MAN | MUTA,POLARIS | MUTANT X-V,1
ABSORBING MAN | MUTA,POWER MAN II | MUTAN,1
ABSORBING MAN | MUTA,QUICKSILVER | MUTANT,1
ABSORBING MAN | MUTA,RAVEN | MUTANT X-VER,1
ABSORBING MAN | MUTA,"RICHARDS, REED | MUT",1
ABSORBING MAN | MUTA,ROGUE | MUTANT X-VER,1
ABSORBING MAN | MUTA,STINGRAY | MUTANT X-,1
ABSORBING MAN | MUTA,STRONG GUY | MUTANT,1
ABSORBING MAN | MUTA,SUB-MARINER | MUTANT,1
ABSORBING MAN | MUTA,"SUMMERS, SCOTT III |",1
ABSORBING MAN | MUTA,THOR | MUTANT X-VERS,1
ABSORBING MAN | MUTA,VALKYRIE II | MUTANT,1
ABSORBING MAN | MUTA,VOLSTAGG | MUTANT X-,1
ABSORBING MAN | MUTA,WOLVERINE | MUTANT X,1
ABSORBING MAN | MUTA,"YASHIDA, MARIKO | MU",1
ABSORBING MAN | MUTA,YELLOWJACKET II | MU,1
ABSORBING MAN/CARL C,"ACHEBE, REVEREND DOC",1
ABSORBING MAN/CARL C,ANGAR THE SCREAMER/D,2
ABSORBING MAN/CARL C,ANGEL/WARREN KENNETH,3
ABSORBING MAN/CARL C,ANT-MAN II/SCOTT HAR,1
ABSORBING MAN/CARL C,ANT-MAN/DR. HENRY J.,2
ABSORBING MAN/CARL C,APOCALYPSE/EN SABAH,2
ABSORBING MAN/CARL C,ARYAN,1
ABSORBING MAN/CARL C,"AUSTIN, SUSAN",1
ABSORBING MAN/CARL C,AXE/,1
ABSORBING MAN/CARL C,BALDER [ASGARDIAN],10
ABSORBING MAN/CARL C,"BALLANTINE, KAYLA",1
ABSORBING MAN/CARL C,"BANNER, BETTY ROSS T",4
ABSORBING MAN/CARL C,"BANNON, LANCE",1
ABSORBING MAN/CARL C,BARON MORDO/KARL MOR,1
ABSORBING MAN/CARL C,BATROC/GEORGES BATRO,1
ABSORBING MAN/CARL C,"BATTLE, MONTGOMERY",1
ABSORBING MAN/CARL C,BEAST/HENRY &HANK& P,5
ABSORBING MAN/CARL C,BEEFER,2
ABSORBING MAN/CARL C,"BERENGHETTI, MICHAEL",2
ABSORBING MAN/CARL C,BEYONDER,4
ABSORBING MAN/CARL C,BINARY/CAROL DANVERS,3
ABSORBING MAN/CARL C,BLACK BOLT/BLACKANTO,1
ABSORBING MAN/CARL C,BLACK KNIGHT V/DANE,6
ABSORBING MAN/CARL C,BLACK MAMBA/TANYA SE,1
ABSORBING MAN/CARL C,BLACK WIDOW/NATASHA,2
ABSORBING MAN/CARL C,BLACKOUT/MARCUS DANI,3
ABSORBING MAN/CARL C,"BLAIRE, CARTER",3
ABSORBING MAN/CARL C,BLASTAAR,1
ABSORBING MAN/CARL C,BLOODAXE/JACKIE LUKU,2
ABSORBING MAN/CARL C,BOUNTY II,1
ABSORBING MAN/CARL C,BOVA,1
ABSORBING MAN/CARL C,BROTHERS GRIMM II/BA,1
ABSORBING MAN/CARL C,"BUCHOVITZ, STANLEY &",1
ABSORBING MAN/CARL C,BULLDOZER/HENRY CAMP,15
ABSORBING MAN/CARL C,BYRRAH [ATLANTEAN],1
ABSORBING MAN/CARL C,"CAGE, LUKE/CARL LUCA",1
ABSORBING MAN/CARL C,CANNONBALL II/SAM GU,1
ABSORBING MAN/CARL C,CAPTAIN AMERICA,23
ABSORBING MAN/CARL C,CAPTAIN MARVEL II/MO,16
ABSORBING MAN/CARL C,"CARTER, PEGGY",1
ABSORBING MAN/CARL C,"CARTER, SHARON",1
ABSORBING MAN/CARL C,"CASE, COL. PRESTON",1
ABSORBING MAN/CARL C,CITIZEN V II/HELMUT,3
ABSORBING MAN/CARL C,"COLLINS, DEMITRIUS",2
ABSORBING MAN/CARL C,COLOSSUS II/PETER RA,13
ABSORBING MAN/CARL C,CONSTRICTOR/FRANK PA,1
ABSORBING MAN/CARL C,"CONWAY, GERRY",1
ABSORBING MAN/CARL C,COPYCAT/VANESSA,1
ABSORBING MAN/CARL C,CORSAIR,1
ABSORBING MAN/CARL C,CROSSBONES/BROCK BIN,1
ABSORBING MAN/CARL C,CRYSTAL [INHUMAN],2
ABSORBING MAN/CARL C,"CUSHING, KATE",1
ABSORBING MAN/CARL C,CYCLOPS/SCOTT SUMMER,12
ABSORBING MAN/CARL C,CYPHER/DOUG RAMSEY,1
ABSORBING MAN/CARL C,DAREDEVIL/MATT MURDO,4
ABSORBING MAN/CARL C,DAZZLER II/ALLISON B,3
ABSORBING MAN/CARL C,DEADPOOL/JACK/WADE W,1
ABSORBING MAN/CARL C,DEATH,1
ABSORBING MAN/CARL C,DEATHCRY [SHI'AR],1
ABSORBING MAN/CARL C,"DELPHIS, SIR",1
ABSORBING MAN/CARL C,DESIGNATE/TARENE,1
ABSORBING MAN/CARL C,DESTROYER III,1
ABSORBING MAN/CARL C,DIABLO/ESTEBAN DE AB,1
ABSORBING MAN/CARL C,DIRTY WOLFF,1
ABSORBING MAN/CARL C,DOC SAMSON/DR. LEONA,2
ABSORBING MAN/CARL C,DR. DOOM/VICTOR VON,13
ABSORBING MAN/CARL C,DR. DRUID/ANTHONY LU,1
ABSORBING MAN/CARL C,DR. OCTOPUS II/CAROL,1
ABSORBING MAN/CARL C,DR. OCTOPUS/OTTO OCT,15
ABSORBING MAN/CARL C,DREADKNIGHT/BRAM VEL,1
ABSORBING MAN/CARL C,"DUGAN, TIMOTHY ALOYI",1
ABSORBING MAN/CARL C,EEL II/EDWARD LAVELL,1
ABSORBING MAN/CARL C,EITRI,1
ABSORBING MAN/CARL C,ELECTRO/MAX DILLON,1
ABSORBING MAN/CARL C,ENCHANTRESS/AMORA/HE,15
ABSORBING MAN/CARL C,"ENGLEHART, STEVE",1
ABSORBING MAN/CARL C,ENRAKT,1
ABSORBING MAN/CARL C,EON,1
ABSORBING MAN/CARL C,ETERNITY/ADAM QADMON,1
ABSORBING MAN/CARL C,EXODUS/BENNET DUPARI,1
ABSORBING MAN/CARL C,"FAIRMONT, HANNAH",2
ABSORBING MAN/CARL C,FALCON/SAM WILSON,2
ABSORBING MAN/CARL C,FANDRAL [ASGARDIAN],6
ABSORBING MAN/CARL C,"FIELSTEIN, FIREWORKS",1
ABSORBING MAN/CARL C,FIRELORD/PYREUS KRIL,1
ABSORBING MAN/CARL C,FIXER II/PAUL NORBER,3
ABSORBING MAN/CARL C,FIXER/SWEENEY,2
ABSORBING MAN/CARL C,FLYING TIGER,1
ABSORBING MAN/CARL C,FOREIGNER/RAFAEL BAS,1
ABSORBING MAN/CARL C,"FREEMAN, DEREK",1
ABSORBING MAN/CARL C,FRIGGA,2
ABSORBING MAN/CARL C,"FURY, COL. NICHOLAS",1
ABSORBING MAN/CARL C,GALACTUS/GALAN,12
ABSORBING MAN/CARL C,"GATOR, LORD",1
ABSORBING MAN/CARL C,GEIRRODUR,1
ABSORBING MAN/CARL C,GLOB/DR. SUMNER BECK,1
ABSORBING MAN/CARL C,GREEN GOBLIN/NORMAN,1
ABSORBING MAN/CARL C,"GYRICH, HENRY PETER",3
ABSORBING MAN/CARL C,HAMMERHEAD,1
ABSORBING MAN/CARL C,HAWK,15
ABSORBING MAN/CARL C,HEIMDALL [ASGARDIAN],6
ABSORBING MAN/CARL C,HELA [ASGARDIAN],1
ABSORBING MAN/CARL C,HERCULES [GREEK GOD],8
ABSORBING MAN/CARL C,HESCAMAR/MARNOT [ASG,1
ABSORBING MAN/CARL C,HIGH EVOLUTIONARY/HE,1
ABSORBING MAN/CARL C,HILDEGARDE [ASGARDIA,2
ABSORBING MAN/CARL C,HILDY [ASGARDIAN],2
ABSORBING MAN/CARL C,"HOBBS, HARRIS",6
ABSORBING MAN/CARL C,HOBGOBLIN II/RODERIC,1
ABSORBING MAN/CARL C,HOGUN [ASGARDIAN],7
ABSORBING MAN/CARL C,"HOWARD, PROFESSOR MA",1
ABSORBING MAN/CARL C,HULK/DR. ROBERT BRUC,21
ABSORBING MAN/CARL C,HUMAN TORCH ANDROID/,1
ABSORBING MAN/CARL C,HUMAN TORCH/JOHNNY S,17
ABSORBING MAN/CARL C,HUNCH,1
ABSORBING MAN/CARL C,HYDROMAN/MORRIE BENC,1
ABSORBING MAN/CARL C,IGOR,1
ABSORBING MAN/CARL C,INVISIBLE WOMAN/SUE,3
ABSORBING MAN/CARL C,IRON FIST/DANIEL RAN,1
ABSORBING MAN/CARL C,IRON MAN IV/JAMES R.,12
ABSORBING MAN/CARL C,IRON MAN/TONY STARK,5
ABSORBING MAN/CARL C,"JACKSON, BRENT",1
ABSORBING MAN/CARL C,JAGRFELM [ASGARDIAN],1
ABSORBING MAN/CARL C,"JAMESON, J. JONAH",1
ABSORBING MAN/CARL C,"JARVIS, EDWIN",9
ABSORBING MAN/CARL C,"JONES, JANIS",2
ABSORBING MAN/CARL C,"JONES, MARLO CHANDLE",2
ABSORBING MAN/CARL C,"JONES, RICHARD MILHO",3
ABSORBING MAN/CARL C,JUGGERNAUT/CAIN MARK,3
ABSORBING MAN/CARL C,KAMO THARNN,1
ABSORBING MAN/CARL C,KANGAROO II/,1
ABSORBING MAN/CARL C,KARMA/XI'AN COY MANH,1
ABSORBING MAN/CARL C,KARNILLA [ASGARDIAN],3
ABSORBING MAN/CARL C,"KENT, CLARK",1
ABSORBING MAN/CARL C,"KINCAID, DR. JANE FO",9
ABSORBING MAN/CARL C,"KINCAID, DR. KEITH",1
ABSORBING MAN/CARL C,"KINGSLEY, DANIEL",1
ABSORBING MAN/CARL C,KLAW/ULYSSES KLAW,9
ABSORBING MAN/CARL C,"KOSINSKI, HARLEY",1
ABSORBING MAN/CARL C,KRAVEN THE HUNTER/SE,1
ABSORBING MAN/CARL C,KURSE/ALGRIM [ASGARD,1
ABSORBING MAN/CARL C,LANN,1
ABSORBING MAN/CARL C,LEADER/SAM STERNS,2
ABSORBING MAN/CARL C,"LEEDS, BETTY BRANT",1
ABSORBING MAN/CARL C,"LEEDS, NED",1
ABSORBING MAN/CARL C,LIZARD/DR. CURTIS CO,12
ABSORBING MAN/CARL C,LOCKHEED,3
ABSORBING MAN/CARL C,LOCKJAW [INHUMAN],1
ABSORBING MAN/CARL C,LOKI [ASGARDIAN],14
ABSORBING MAN/CARL C,LORELEI II/MELODI [A,1
ABSORBING MAN/CARL C,LYJA LAZERFIST [SKRU,1
ABSORBING MAN/CARL C,MAGMA/AMARA AQUILLA/,1
ABSORBING MAN/CARL C,MAGNETO/MAGNUS/ERIC,13
ABSORBING MAN/CARL C,"MAJOWSKI, SAM MOTHER",1
ABSORBING MAN/CARL C,MANGOG,1
ABSORBING MAN/CARL C,"MARRERO, ED",1
ABSORBING MAN/CARL C,MARVEL GIRL II/VALER,1
ABSORBING MAN/CARL C,MARX,1
ABSORBING MAN/CARL C,"MASTERSON, KEVIN",1
ABSORBING MAN/CARL C,"MAXIMOFF, DJANGO",1
ABSORBING MAN/CARL C,MEDUSA/MEDUSALITH AM,1
ABSORBING MAN/CARL C,MENTALLO,2
ABSORBING MAN/CARL C,MEPHISTO,1
ABSORBING MAN/CARL C,MIKHLO,1
ABSORBING MAN/CARL C,MISTER HYDE/CALVIN Z,4
ABSORBING MAN/CARL C,MO MONEY,1
ABSORBING MAN/CARL C,MOLECULE MAN/OWEN RE,13
ABSORBING MAN/CARL C,MONGOOSE,1
ABSORBING MAN/CARL C,MOONSTONE II/KARLA S,4
ABSORBING MAN/CARL C,MR. FANTASTIC/REED R,14
ABSORBING MAN/CARL C,MS. MARVEL II/SHARON,1
ABSORBING MAN/CARL C,"MURDOCK, BATTLING JA",2
ABSORBING MAN/CARL C,NEKRA/ADRIENNE HATRO,1
ABSORBING MAN/CARL C,"NELSON, FRANKLIN FOG",4
ABSORBING MAN/CARL C,NIGHTCRAWLER/KURT WA,11
ABSORBING MAN/CARL C,"O'BRIEN, MICHAEL",1
ABSORBING MAN/CARL C,"O'NEILL, DET. BRADY",1
ABSORBING MAN/CARL C,OCCULT,1
ABSORBING MAN/CARL C,ODIN [ASGARDIAN],12
ABSORBING MAN/CARL C,ORIKAL,2
ABSORBING MAN/CARL C,OZYMANDIAS,2
ABSORBING MAN/CARL C,"PAGE, KAREN",2
ABSORBING MAN/CARL C,PALADIN/PAUL DENNIS,1
ABSORBING MAN/CARL C,"PARETSKY, DR. GARY",2
ABSORBING MAN/CARL C,PEATOR,1
ABSORBING MAN/CARL C,PHARAOH RAMA-TUT,6
ABSORBING MAN/CARL C,PHOENIX III/RACHEL S,1
ABSORBING MAN/CARL C,PILEDRIVER II/BRIAN,16
ABSORBING MAN/CARL C,POWER MAN/ERIK JOSTE,3
ABSORBING MAN/CARL C,PRINCE REY,1
ABSORBING MAN/CARL C,PROFESSOR X/CHARLES,12
ABSORBING MAN/CARL C,"QUARTERMAIN, CLAY",1
ABSORBING MAN/CARL C,QUASAR III/WENDELL V,2
ABSORBING MAN/CARL C,QUICKSILVER/PIETRO M,3
ABSORBING MAN/CARL C,QUILL,1
ABSORBING MAN/CARL C,"RAM, SIR",1
ABSORBING MAN/CARL C,"RASPUTIN, LUCIFER",1
ABSORBING MAN/CARL C,"RASSITANO, MAD DOG",1
ABSORBING MAN/CARL C,RECORDER II,2
ABSORBING MAN/CARL C,RED GHOST/IVAN KRAGO,1
ABSORBING MAN/CARL C,REDWING,2
ABSORBING MAN/CARL C,RHINO,3
ABSORBING MAN/CARL C,"RICHARDS, FRANKLIN B",1
ABSORBING MAN/CARL C,"ROBERTSON, JOE",2
ABSORBING MAN/CARL C,"ROBERTSON, MARTHA",1
ABSORBING MAN/CARL C,ROGUE /,13
ABSORBING MAN/CARL C,"ROSS, GEN. THADDEUS",4
ABSORBING MAN/CARL C,"RUIZ, RIGGER",2
ABSORBING MAN/CARL C,"RYAN, THOMAS",1
ABSORBING MAN/CARL C,SABRETOOTH/VICTOR CR,1
ABSORBING MAN/CARL C,SCARLET WITCH/WANDA,2
ABSORBING MAN/CARL C,SCREAMING MIMI/MELIS,2
ABSORBING MAN/CARL C,SHADOWCAT/KATHERINE,1
ABSORBING MAN/CARL C,"SHARPE, ROSALINDE",1
ABSORBING MAN/CARL C,SHE-HULK/JENNIFER WA,15
ABSORBING MAN/CARL C,SIF,7
ABSORBING MAN/CARL C,SILVERMANE/SILVIO MA,1
ABSORBING MAN/CARL C,SKOLL,1
ABSORBING MAN/CARL C,SLADE,2
ABSORBING MAN/CARL C,"SOMMERS, APRIL",2
ABSORBING MAN/CARL C,SPIDER-MAN/PETER PAR,17
ABSORBING MAN/CARL C,SPIDER-WOMAN II/JULI,7
ABSORBING MAN/CARL C,"ST. LAWRENCE, COL. C",1
ABSORBING MAN/CARL C,"STEELE, BOBBY",2
ABSORBING MAN/CARL C,STELLARIS/LEAH PRINC,1
ABSORBING MAN/CARL C,STILT-MAN/WILBUR DAY,1
ABSORBING MAN/CARL C,STINGRAY/DR. WALTER,1
ABSORBING MAN/CARL C,"STONE, LT. MARCUS",3
ABSORBING MAN/CARL C,STORM/ORORO MUNROE S,13
ABSORBING MAN/CARL C,"STRYKER, WILLIS",1
ABSORBING MAN/CARL C,SUB-MARINER/NAMOR MA,2
ABSORBING MAN/CARL C,SUNSPOT/ROBERTO DACO,1
ABSORBING MAN/CARL C,SUPER-ANDROID F-4,1
ABSORBING MAN/CARL C,SUZIE,1
ABSORBING MAN/CARL C,"TALBOT, GLENN",3
ABSORBING MAN/CARL C,"TANAKA, KENJIRO",1
ABSORBING MAN/CARL C,TARAKIS,1
ABSORBING MAN/CARL C,THANOS,1
ABSORBING MAN/CARL C,THENA,1
ABSORBING MAN/CARL C,THING/BENJAMIN J. GR,16
ABSORBING MAN/CARL C,"THOMPSON, EUGENE FLA",1
ABSORBING MAN/CARL C,THOR/DR. DONALD BLAK,33
ABSORBING MAN/CARL C,THUNDERBALL/DR. ELIO,16
ABSORBING MAN/CARL C,THUNDERSTRIKE/ERIC K,4
ABSORBING MAN/CARL C,TIGER SHARK/TODD ARL,2
ABSORBING MAN/CARL C,TITANIA II/MARY SKEE,27
ABSORBING MAN/CARL C,TRAPSTER/PETER PETRU,1
ABSORBING MAN/CARL C,"TYGER, LORD",1
ABSORBING MAN/CARL C,TYR,1
ABSORBING MAN/CARL C,TYRANNUS,2
ABSORBING MAN/CARL C,ULIK,2
ABSORBING MAN/CARL C,ULTRON,10
ABSORBING MAN/CARL C,UROC,2
ABSORBING MAN/CARL C,VANISHER,1
ABSORBING MAN/CARL C,"VERMIN, LADY",1
ABSORBING MAN/CARL C,VISION,5
ABSORBING MAN/CARL C,VIZIER,5
ABSORBING MAN/CARL C,VOLCANA/MARSHA ROSEN,10
ABSORBING MAN/CARL C,VOLSTAGG,6
ABSORBING MAN/CARL C,VULTURE/ADRIAN TOOME,1
ABSORBING MAN/CARL C,WARLOCK III,1
ABSORBING MAN/CARL C,WASP/JANET VAN DYNE,20
ABSORBING MAN/CARL C,"WATSON-PARKER, MARY",2
ABSORBING MAN/CARL C,"WEIN, GLYNIS",1
ABSORBING MAN/CARL C,"WEIN, LEN",1
ABSORBING MAN/CARL C,WHITE QUEEN/EMMA FRO,1
ABSORBING MAN/CARL C,"WILSON, JIM",2
ABSORBING MAN/CARL C,WIZARD/BENTLEY WITTM,3
ABSORBING MAN/CARL C,WOLFSBANE/RAHNE SINC,1
ABSORBING MAN/CARL C,WOLVERINE/LOGAN,14
ABSORBING MAN/CARL C,WRECKER III/DIRK GAR,18
ABSORBING MAN/CARL C,X-MAN/NATHAN GREY,1
ABSORBING MAN/CARL C,YELLOWJACKET II/RITA,3
ABSORBING MAN/CARL C,YMIR,1
ACBA,ANALYZER,1
ACBA,ARCANNA/ARCANNA JONE,1
ACBA,ARISHEM [CELESTIAL],1
ACBA,BEAUTY,1
ACBA,CHARM,1
ACBA,DEATH,1
ACBA,DEATHURGE,1
ACBA,DR. DRUID/ANTHONY LU,1
ACBA,DR. SPECTRUM/JOSEPH,1
ACBA,DR. STRANGE/STEPHEN,1
ACBA,EDDA,1
ACBA,EGMA,1
ACBA,ETERNITY/ADAM QADMON,1
ACBA,GAEA,1
ACBA,GALACTUS/GALAN,1
ACBA,GAMMENON [CELESTIAL],1
ACBA,GRONK,1
ACBA,HELIO,1
ACBA,HYPERION,1
ACBA,INFINITY II,1
ACBA,KRONOS,1
ACBA,MAELSTROM/MALCOLM ST,1
ACBA,MAKKARI/MIKE KHARY/I,1
ACBA,MOONDRAGON/HEATHER D,1
ACBA,NOVA II/FRANKIE RAYE,1
ACBA,OBLIVION,1
ACBA,PHOBIUS,1
ACBA,QUASAR III/WENDELL V,1
ACBA,ROMA,1
ACBA,SERSI/SYLVIA,1
ACBA,SHAMAN/MICHAEL TWOYO,1
ACBA,TRUTH,1
ACBA,UATU,1
ACBA,WHIZZER II/STANLEY S,1
"ACHEBE, REVEREND DOC","ADAMS, NICOLE NIKKI",5
"ACHEBE, REVEREND DOC",ANT-MAN/DR. HENRY J.,2
"ACHEBE, REVEREND DOC",BLACK PANTHER/T'CHAL,11
"ACHEBE, REVEREND DOC",CAPTAIN AMERICA,3
"ACHEBE, REVEREND DOC","CLINTON, BILL",1
"ACHEBE, REVEREND DOC",CONSTRICTOR/FRANK PA,3
"ACHEBE, REVEREND DOC",COPYCAT/VANESSA,3
"ACHEBE, REVEREND DOC",CORSAIR,1
"ACHEBE, REVEREND DOC",DEADPOOL/JACK/WADE W,3
"ACHEBE, REVEREND DOC",DIRTY WOLFF,1
"ACHEBE, REVEREND DOC",FIRESTAR/ANGELICA JO,1
"ACHEBE, REVEREND DOC","GAPON, DZHOKHAR",2
"ACHEBE, REVEREND DOC",HYDROMAN/MORRIE BENC,1
"ACHEBE, REVEREND DOC",IRON MAN/TONY STARK,4
"ACHEBE, REVEREND DOC","JARVIS, EDWIN",1
"ACHEBE, REVEREND DOC",JUSTICE II/VANCE AST,1
"ACHEBE, REVEREND DOC","KILLMONGER, ERIC/N'J",3
"ACHEBE, REVEREND DOC",KLAW/ULYSSES KLAW,1
"ACHEBE, REVEREND DOC","LYNNE, MONICA",6
"ACHEBE, REVEREND DOC",MALICE V/NAKIA,6
"ACHEBE, REVEREND DOC","MCPHAIL, NATALIE",1
"ACHEBE, REVEREND DOC",MEPHISTO,3
"ACHEBE, REVEREND DOC",OKOYE,4
